"","year","month","date_of_month","day_of_week","births"
"3885",2004,8,20,5,13228
"3886",2004,8,21,6,8944
"3887",2004,8,22,7,7950
"3888",2004,8,23,1,12285
"3889",2004,8,24,2,13556
"3890",2004,8,25,3,13116
"3891",2004,8,26,4,13196
"3892",2004,8,27,5,12971
"3893",2004,8,28,6,9049
"3894",2004,8,29,7,7783
"3895",2004,8,30,1,12342
"3896",2004,8,31,2,13582
"3897",2004,9,1,3,13418
"3898",2004,9,2,4,13539
"3899",2004,9,3,5,13245
"3900",2004,9,4,6,8881
"3901",2004,9,5,7,7875
"3902",2004,9,6,1,8281
"3903",2004,9,7,2,12884
"3904",2004,9,8,3,14492
"3905",2004,9,9,4,14526
"3906",2004,9,10,5,14081
"3907",2004,9,11,6,9253
"3908",2004,9,12,7,8281
"3909",2004,9,13,1,12644
"3910",2004,9,14,2,14172
"3911",2004,9,15,3,13641
"3912",2004,9,16,4,13432
"3913",2004,9,17,5,13577
"3914",2004,9,18,6,9387
"3915",2004,9,19,7,8251
"3916",2004,9,20,1,12963
"3917",2004,9,21,2,13932
"3918",2004,9,22,3,13749
"3919",2004,9,23,4,13969
"3920",2004,9,24,5,13722
"3921",2004,9,25,6,9142
"3922",2004,9,26,7,8143
"3923",2004,9,27,1,12674
"3924",2004,9,28,2,13882
"3925",2004,9,29,3,13416
"3926",2004,9,30,4,13443
"3927",2004,10,1,5,13256
"3928",2004,10,2,6,8886
"3929",2004,10,3,7,7719
"3930",2004,10,4,1,12591
"3931",2004,10,5,2,13707
"3932",2004,10,6,3,13317
"3933",2004,10,7,4,13383
"3934",2004,10,8,5,13122
"3935",2004,10,9,6,8716
"3936",2004,10,10,7,7709
"3937",2004,10,11,1,11758
"3938",2004,10,12,2,13405
"3939",2004,10,13,3,13069
"3940",2004,10,14,4,13259
"3941",2004,10,15,5,13111
"3942",2004,10,16,6,8802
"3943",2004,10,17,7,7661
"3944",2004,10,18,1,12252
"3945",2004,10,19,2,13271
"3946",2004,10,20,3,12967
"3947",2004,10,21,4,12959
"3948",2004,10,22,5,12887
"3949",2004,10,23,6,8627
"3950",2004,10,24,7,7699
"3951",2004,10,25,1,12341
"3952",2004,10,26,2,13464
"3953",2004,10,27,3,13178
"3954",2004,10,28,4,13287
"3955",2004,10,29,5,12473
"3956",2004,10,30,6,8616
"3957",2004,10,31,7,7556
"3958",2004,11,1,1,12173
"3959",2004,11,2,2,13212
"3960",2004,11,3,3,13004
"3961",2004,11,4,4,13075
"3962",2004,11,5,5,12900
"3963",2004,11,6,6,8789
"3964",2004,11,7,7,7734
"3965",2004,11,8,1,12420
"3966",2004,11,9,2,13351
"3967",2004,11,10,3,13017
"3968",2004,11,11,4,12976
"3969",2004,11,12,5,12783
"3970",2004,11,13,6,8626
"3971",2004,11,14,7,7503
"3972",2004,11,15,1,12293
"3973",2004,11,16,2,13528
"3974",2004,11,17,3,13124
"3975",2004,11,18,4,13348
"3976",2004,11,19,5,13063
"3977",2004,11,20,6,8694
"3978",2004,11,21,7,7742
"3979",2004,11,22,1,13463
"3980",2004,11,23,2,14238
"3981",2004,11,24,3,12430
"3982",2004,11,25,4,7614
"3983",2004,11,26,5,9370
"3984",2004,11,27,6,8118
"3985",2004,11,28,7,7540
"3986",2004,11,29,1,12315
"3987",2004,11,30,2,13916
"3988",2004,12,1,3,13385
"3989",2004,12,2,4,12989
"3990",2004,12,3,5,12604
"3991",2004,12,4,6,8616
"3992",2004,12,5,7,7606
"3993",2004,12,6,1,12054
"3994",2004,12,7,2,13372
"3995",2004,12,8,3,13179
"3996",2004,12,9,4,12872
"3997",2004,12,10,5,12719
"3998",2004,12,11,6,8550
"3999",2004,12,12,7,7649
"4000",2004,12,13,1,11809
"4001",2004,12,14,2,13360
"4002",2004,12,15,3,13380
"4003",2004,12,16,4,13418
"4004",2004,12,17,5,13090
"4005",2004,12,18,6,8623
"4006",2004,12,19,7,7552
"4007",2004,12,20,1,13587
"4008",2004,12,21,2,14390
"4009",2004,12,22,3,13006
"4010",2004,12,23,4,11043
"4011",2004,12,24,5,7813
"4012",2004,12,25,6,6259
"4013",2004,12,26,7,7087
"4014",2004,12,27,1,12276
"4015",2004,12,28,2,13965
"4016",2004,12,29,3,13642
"4017",2004,12,30,4,13314
"4018",2004,12,31,5,10130
"4019",2005,1,1,6,7317
"4020",2005,1,2,7,6871
"4021",2005,1,3,1,11153
"4022",2005,1,4,2,12644
"4023",2005,1,5,3,12671
"4024",2005,1,6,4,12733
"4025",2005,1,7,5,12581
"4026",2005,1,8,6,8376
"4027",2005,1,9,7,7169
"4028",2005,1,10,1,11803
"4029",2005,1,11,2,12949
"4030",2005,1,12,3,12842
"4031",2005,1,13,4,12357
"4032",2005,1,14,5,12562
"4033",2005,1,15,6,8502
"4034",2005,1,16,7,7192
"4035",2005,1,17,1,11059
"4036",2005,1,18,2,12677
"4037",2005,1,19,3,12726
"4038",2005,1,20,4,12847
"4039",2005,1,21,5,12579
"4040",2005,1,22,6,8255
"4041",2005,1,23,7,7376
"4042",2005,1,24,1,11716
"4043",2005,1,25,2,13295
"4044",2005,1,26,3,12733
"4045",2005,1,27,4,12680
"4046",2005,1,28,5,12578
"4047",2005,1,29,6,8303
"4048",2005,1,30,7,7402
"4049",2005,1,31,1,11530
"4050",2005,2,1,2,13263
"4051",2005,2,2,3,12966
"4052",2005,2,3,4,12638
"4053",2005,2,4,5,12671
"4054",2005,2,5,6,8539
"4055",2005,2,6,7,7432
"4056",2005,2,7,1,11867
"4057",2005,2,8,2,12927
"4058",2005,2,9,3,12469
"4059",2005,2,10,4,12865
"4060",2005,2,11,5,12517
"4061",2005,2,12,6,8462
"4062",2005,2,13,7,7395
"4063",2005,2,14,1,12386
"4064",2005,2,15,2,13378
"4065",2005,2,16,3,13029
"4066",2005,2,17,4,12718
"4067",2005,2,18,5,12589
"4068",2005,2,19,6,8318
"4069",2005,2,20,7,7342
"4070",2005,2,21,1,11087
"4071",2005,2,22,2,12699
"4072",2005,2,23,3,12685
"4073",2005,2,24,4,12733
"4074",2005,2,25,5,12495
"4075",2005,2,26,6,8293
"4076",2005,2,27,7,7449
"4077",2005,2,28,1,11678
"4078",2005,3,1,2,13042
"4079",2005,3,2,3,12765
"4080",2005,3,3,4,13018
"4081",2005,3,4,5,12772
"4082",2005,3,5,6,8499
"4083",2005,3,6,7,7382
"4084",2005,3,7,1,11801
"4085",2005,3,8,2,12969
"4086",2005,3,9,3,12700
"4087",2005,3,10,4,12920
"4088",2005,3,11,5,12777
"4089",2005,3,12,6,8511
"4090",2005,3,13,7,7239
"4091",2005,3,14,1,12086
"4092",2005,3,15,2,13144
"4093",2005,3,16,3,12718
"4094",2005,3,17,4,13118
"4095",2005,3,18,5,12690
"4096",2005,3,19,6,8557
"4097",2005,3,20,7,7454
"4098",2005,3,21,1,12108
"4099",2005,3,22,2,13386
"4100",2005,3,23,3,12910
"4101",2005,3,24,4,12912
"4102",2005,3,25,5,12111
"4103",2005,3,26,6,7980
"4104",2005,3,27,7,6923
"4105",2005,3,28,1,11820
"4106",2005,3,29,2,13028
"4107",2005,3,30,3,12947
"4108",2005,3,31,4,12834
"4109",2005,4,1,5,11760
"4110",2005,4,2,6,8574
"4111",2005,4,3,7,7065
"4112",2005,4,4,1,12457
"4113",2005,4,5,2,13274
"4114",2005,4,6,3,13200
"4115",2005,4,7,4,12996
"4116",2005,4,8,5,12747
"4117",2005,4,9,6,8355
"4118",2005,4,10,7,7443
"4119",2005,4,11,1,12143
"4120",2005,4,12,2,13146
"4121",2005,4,13,3,12452
"4122",2005,4,14,4,12976
"4123",2005,4,15,5,13063
"4124",2005,4,16,6,8291
"4125",2005,4,17,7,7214
"4126",2005,4,18,1,12023
"4127",2005,4,19,2,13197
"4128",2005,4,20,3,13120
"4129",2005,4,21,4,12978
"4130",2005,4,22,5,12543
"4131",2005,4,23,6,8244
"4132",2005,4,24,7,7267
"4133",2005,4,25,1,12002
"4134",2005,4,26,2,13157
"4135",2005,4,27,3,12929
"4136",2005,4,28,4,12822
"4137",2005,4,29,5,12342
"4138",2005,4,30,6,8280
"4139",2005,5,1,7,7230
"4140",2005,5,2,1,11980
"4141",2005,5,3,2,13079
"4142",2005,5,4,3,12841
"4143",2005,5,5,4,14357
"4144",2005,5,6,5,12496
"4145",2005,5,7,6,8204
"4146",2005,5,8,7,7349
"4147",2005,5,9,1,12155
"4148",2005,5,10,2,13299
"4149",2005,5,11,3,12762
"4150",2005,5,12,4,13251
"4151",2005,5,13,5,11803
"4152",2005,5,14,6,8610
"4153",2005,5,15,7,7515
"4154",2005,5,16,1,12307
"4155",2005,5,17,2,13659
"4156",2005,5,18,3,13378
"4157",2005,5,19,4,13114
"4158",2005,5,20,5,13007
"4159",2005,5,21,6,8490
"4160",2005,5,22,7,7386
"4161",2005,5,23,1,12445
"4162",2005,5,24,2,13740
"4163",2005,5,25,3,13793
"4164",2005,5,26,4,13654
"4165",2005,5,27,5,13378
"4166",2005,5,28,6,8688
"4167",2005,5,29,7,7270
"4168",2005,5,30,1,7886
"4169",2005,5,31,2,12610
"4170",2005,6,1,3,14054
"4171",2005,6,2,4,13666
"4172",2005,6,3,5,13483
"4173",2005,6,4,6,8686
"4174",2005,6,5,7,7791
"4175",2005,6,6,1,12363
"4176",2005,6,7,2,13481
"4177",2005,6,8,3,13138
"4178",2005,6,9,4,13422
"4179",2005,6,10,5,13230
"4180",2005,6,11,6,8621
"4181",2005,6,12,7,7487
"4182",2005,6,13,1,11843
"4183",2005,6,14,2,13815
"4184",2005,6,15,3,13261
"4185",2005,6,16,4,13033
"4186",2005,6,17,5,12821
"4187",2005,6,18,6,8573
"4188",2005,6,19,7,7522
"4189",2005,6,20,1,12332
"4190",2005,6,21,2,13439
"4191",2005,6,22,3,13342
"4192",2005,6,23,4,13458
"4193",2005,6,24,5,13032
"4194",2005,6,25,6,8737
"4195",2005,6,26,7,7603
"4196",2005,6,27,1,12488
"4197",2005,6,28,2,13813
"4198",2005,6,29,3,14039
"4199",2005,6,30,4,14003
"4200",2005,7,1,5,13759
"4201",2005,7,2,6,8862
"4202",2005,7,3,7,7668
"4203",2005,7,4,1,7733
"4204",2005,7,5,2,12847
"4205",2005,7,6,3,14562
"4206",2005,7,7,4,14627
"4207",2005,7,8,5,14136
"4208",2005,7,9,6,9189
"4209",2005,7,10,7,7829
"4210",2005,7,11,1,12626
"4211",2005,7,12,2,13884
"4212",2005,7,13,3,13431
"4213",2005,7,14,4,14038
"4214",2005,7,15,5,13685
"4215",2005,7,16,6,9036
"4216",2005,7,17,7,7793
"4217",2005,7,18,1,12698
"4218",2005,7,19,2,13791
"4219",2005,7,20,3,13603
"4220",2005,7,21,4,13870
"4221",2005,7,22,5,13390
"4222",2005,7,23,6,8916
"4223",2005,7,24,7,7762
"4224",2005,7,25,1,12651
"4225",2005,7,26,2,13671
"4226",2005,7,27,3,13528
"4227",2005,7,28,4,13621
"4228",2005,7,29,5,13260
"4229",2005,7,30,6,8987
"4230",2005,7,31,7,7743
"4231",2005,8,1,1,12415
"4232",2005,8,2,2,13730
"4233",2005,8,3,3,13350
"4234",2005,8,4,4,13511
"4235",2005,8,5,5,13413
"4236",2005,8,6,6,8820
"4237",2005,8,7,7,7662
"4238",2005,8,8,1,12553
"4239",2005,8,9,2,13893
"4240",2005,8,10,3,13593
"4241",2005,8,11,4,14011
"4242",2005,8,12,5,13610
"4243",2005,8,13,6,9049
"4244",2005,8,14,7,7867
"4245",2005,8,15,1,12740
"4246",2005,8,16,2,13998
"4247",2005,8,17,3,13801
"4248",2005,8,18,4,14009
"4249",2005,8,19,5,13365
"4250",2005,8,20,6,9118
"4251",2005,8,21,7,7776
"4252",2005,8,22,1,12487
"4253",2005,8,23,2,13739
"4254",2005,8,24,3,13569
"4255",2005,8,25,4,13824
"4256",2005,8,26,5,13327
"4257",2005,8,27,6,8952
"4258",2005,8,28,7,7743
"4259",2005,8,29,1,12711
"4260",2005,8,30,2,13933
"4261",2005,8,31,3,13898
"4262",2005,9,1,4,14160
"4263",2005,9,2,5,13904
"4264",2005,9,3,6,9128
"4265",2005,9,4,7,7931
"4266",2005,9,5,1,8116
"4267",2005,9,6,2,13124
"4268",2005,9,7,3,14744
"4269",2005,9,8,4,14740
"4270",2005,9,9,5,14505
"4271",2005,9,10,6,9565
"4272",2005,9,11,7,8041
"4273",2005,9,12,1,13189
"4274",2005,9,13,2,13951
"4275",2005,9,14,3,14160
"4276",2005,9,15,4,14263
"4277",2005,9,16,5,14189
"4278",2005,9,17,6,9459
"4279",2005,9,18,7,8262
"4280",2005,9,19,1,13460
"4281",2005,9,20,2,14590
"4282",2005,9,21,3,14203
"4283",2005,9,22,4,13973
"4284",2005,9,23,5,13776
"4285",2005,9,24,6,9207
"4286",2005,9,25,7,8028
"4287",2005,9,26,1,12952
"4288",2005,9,27,2,13955
"4289",2005,9,28,3,13785
"4290",2005,9,29,4,13540
"4291",2005,9,30,5,13454
"4292",2005,10,1,6,8820
"4293",2005,10,2,7,7841
"4294",2005,10,3,1,12816
"4295",2005,10,4,2,13449
"4296",2005,10,5,3,13488
"4297",2005,10,6,4,13552
"4298",2005,10,7,5,13056
"4299",2005,10,8,6,8846
"4300",2005,10,9,7,7508
"4301",2005,10,10,1,12298
"4302",2005,10,11,2,13256
"4303",2005,10,12,3,13191
"4304",2005,10,13,4,12922
"4305",2005,10,14,5,13087
"4306",2005,10,15,6,8733
"4307",2005,10,16,7,7432
"4308",2005,10,17,1,12230
"4309",2005,10,18,2,13442
"4310",2005,10,19,3,12932
"4311",2005,10,20,4,13267
"4312",2005,10,21,5,12828
"4313",2005,10,22,6,8568
"4314",2005,10,23,7,7371
"4315",2005,10,24,1,12012
"4316",2005,10,25,2,13351
"4317",2005,10,26,3,12798
"4318",2005,10,27,4,13273
"4319",2005,10,28,5,12619
"4320",2005,10,29,6,8509
"4321",2005,10,30,7,7459
"4322",2005,10,31,1,10207
"4323",2005,11,1,2,13682
"4324",2005,11,2,3,13275
"4325",2005,11,3,4,13284
"4326",2005,11,4,5,12928
"4327",2005,11,5,6,8675
"4328",2005,11,6,7,7565
"4329",2005,11,7,1,12176
"4330",2005,11,8,2,13678
"4331",2005,11,9,3,13208
"4332",2005,11,10,4,13227
"4333",2005,11,11,5,12584
"4334",2005,11,12,6,8333
"4335",2005,11,13,7,7420
"4336",2005,11,14,1,12164
"4337",2005,11,15,2,13549
"4338",2005,11,16,3,13113
"4339",2005,11,17,4,13280
"4340",2005,11,18,5,13153
"4341",2005,11,19,6,8481
"4342",2005,11,20,7,7594
"4343",2005,11,21,1,13399
"4344",2005,11,22,2,14175
"4345",2005,11,23,3,12202
"4346",2005,11,24,4,7267
"4347",2005,11,25,5,9090
"4348",2005,11,26,6,7848
"4349",2005,11,27,7,7197
"4350",2005,11,28,1,12716
"4351",2005,11,29,2,13743
"4352",2005,11,30,3,13176
"4353",2005,12,1,4,13210
"4354",2005,12,2,5,12599
"4355",2005,12,3,6,8241
"4356",2005,12,4,7,7297
"4357",2005,12,5,1,12106
"4358",2005,12,6,2,13249
"4359",2005,12,7,3,13017
"4360",2005,12,8,4,13048
"4361",2005,12,9,5,12391
"4362",2005,12,10,6,8401
"4363",2005,12,11,7,7368
"4364",2005,12,12,1,12494
"4365",2005,12,13,2,13323
"4366",2005,12,14,3,13768
"4367",2005,12,15,4,13586
"4368",2005,12,16,5,13320
"4369",2005,12,17,6,8701
"4370",2005,12,18,7,7617
"4371",2005,12,19,1,13410
"4372",2005,12,20,2,14659
"4373",2005,12,21,3,14159
"4374",2005,12,22,4,12877
"4375",2005,12,23,5,10642
"4376",2005,12,24,6,7256
"4377",2005,12,25,7,6224
"4378",2005,12,26,1,8505
"4379",2005,12,27,2,13056
"4380",2005,12,28,3,14381
"4381",2005,12,29,4,13972
"4382",2005,12,30,5,13208
"4383",2005,12,31,6,8635
"4384",2006,1,1,7,7137
"4385",2006,1,2,1,8198
"4386",2006,1,3,2,11992
"4387",2006,1,4,3,12966
"4388",2006,1,5,4,13117
"4389",2006,1,6,5,13071
"4390",2006,1,7,6,8546
"4391",2006,1,8,7,7409
"4392",2006,1,9,1,11809
"4393",2006,1,10,2,12992
"4394",2006,1,11,3,12844
"4395",2006,1,12,4,13309
"4396",2006,1,13,5,11994
"4397",2006,1,14,6,8628
"4398",2006,1,15,7,7312
"4399",2006,1,16,1,11477
"4400",2006,1,17,2,13018
"4401",2006,1,18,3,13079
"4402",2006,1,19,4,13125
"4403",2006,1,20,5,13040
"4404",2006,1,21,6,8408
"4405",2006,1,22,7,7442
"4406",2006,1,23,1,12102
"4407",2006,1,24,2,12983
"4408",2006,1,25,3,12911
"4409",2006,1,26,4,13044
"4410",2006,1,27,5,12917
"4411",2006,1,28,6,8439
"4412",2006,1,29,7,7572
"4413",2006,1,30,1,12150
"4414",2006,1,31,2,12945
"4415",2006,2,1,3,12960
"4416",2006,2,2,4,13231
"4417",2006,2,3,5,13089
"4418",2006,2,4,6,8647
"4419",2006,2,5,7,7506
"4420",2006,2,6,1,12302
"4421",2006,2,7,2,13555
"4422",2006,2,8,3,13057
"4423",2006,2,9,4,13232
"4424",2006,2,10,5,13298
"4425",2006,2,11,6,8702
"4426",2006,2,12,7,7404
"4427",2006,2,13,1,11955
"4428",2006,2,14,2,13886
"4429",2006,2,15,3,13424
"4430",2006,2,16,4,13303
"4431",2006,2,17,5,13218
"4432",2006,2,18,6,8738
"4433",2006,2,19,7,7577
"4434",2006,2,20,1,11466
"4435",2006,2,21,2,13172
"4436",2006,2,22,3,13341
"4437",2006,2,23,4,13280
"4438",2006,2,24,5,12832
"4439",2006,2,25,6,8557
"4440",2006,2,26,7,7400
"4441",2006,2,27,1,12080
"4442",2006,2,28,2,13223
"4443",2006,3,1,3,13422
"4444",2006,3,2,4,13210
"4445",2006,3,3,5,13212
"4446",2006,3,4,6,8682
"4447",2006,3,5,7,7440
"4448",2006,3,6,1,12361
"4449",2006,3,7,2,13248
"4450",2006,3,8,3,13427
"4451",2006,3,9,4,13305
"4452",2006,3,10,5,13162
"4453",2006,3,11,6,8602
"4454",2006,3,12,7,7558
"4455",2006,3,13,1,11742
"4456",2006,3,14,2,13358
"4457",2006,3,15,3,13183
"4458",2006,3,16,4,13125
"4459",2006,3,17,5,13003
"4460",2006,3,18,6,8757
"4461",2006,3,19,7,7355
"4462",2006,3,20,1,12335
"4463",2006,3,21,2,13378
"4464",2006,3,22,3,13027
"4465",2006,3,23,4,13042
"4466",2006,3,24,5,12874
"4467",2006,3,25,6,8381
"4468",2006,3,26,7,7403
"4469",2006,3,27,1,12095
"4470",2006,3,28,2,13246
"4471",2006,3,29,3,13114
"4472",2006,3,30,4,13067
"4473",2006,3,31,5,12406
"4474",2006,4,1,6,8268
"4475",2006,4,2,7,7271
"4476",2006,4,3,1,12398
"4477",2006,4,4,2,13287
"4478",2006,4,5,3,13348
"4479",2006,4,6,4,13069
"4480",2006,4,7,5,12922
"4481",2006,4,8,6,8333
"4482",2006,4,9,7,7314
"4483",2006,4,10,1,12233
"4484",2006,4,11,2,13504
"4485",2006,4,12,3,13120
"4486",2006,4,13,4,12853
"4487",2006,4,14,5,12139
"4488",2006,4,15,6,8227
"4489",2006,4,16,7,7030
"4490",2006,4,17,1,11897
"4491",2006,4,18,2,13415
"4492",2006,4,19,3,12979
"4493",2006,4,20,4,13157
"4494",2006,4,21,5,12776
"4495",2006,4,22,6,8397
"4496",2006,4,23,7,7141
"4497",2006,4,24,1,12164
"4498",2006,4,25,2,13238
"4499",2006,4,26,3,13011
"4500",2006,4,27,4,13120
"4501",2006,4,28,5,12562
"4502",2006,4,29,6,8287
"4503",2006,4,30,7,7127
"4504",2006,5,1,1,12248
"4505",2006,5,2,2,13242
"4506",2006,5,3,3,13059
"4507",2006,5,4,4,12941
"4508",2006,5,5,5,12983
"4509",2006,5,6,6,8297
"4510",2006,5,7,7,7343
"4511",2006,5,8,1,12355
"4512",2006,5,9,2,13100
"4513",2006,5,10,3,13079
"4514",2006,5,11,4,12921
"4515",2006,5,12,5,12685
"4516",2006,5,13,6,8260
"4517",2006,5,14,7,7288
"4518",2006,5,15,1,12476
"4519",2006,5,16,2,13630
"4520",2006,5,17,3,13444
"4521",2006,5,18,4,13274
"4522",2006,5,19,5,12731
"4523",2006,5,20,6,8624
"4524",2006,5,21,7,7473
"4525",2006,5,22,1,12775
"4526",2006,5,23,2,13827
"4527",2006,5,24,3,13544
"4528",2006,5,25,4,14074
"4529",2006,5,26,5,13355
"4530",2006,5,27,6,8883
"4531",2006,5,28,7,7651
"4532",2006,5,29,1,8099
"4533",2006,5,30,2,13051
"4534",2006,5,31,3,14189
"4535",2006,6,1,4,14257
"4536",2006,6,2,5,13772
"4537",2006,6,3,6,8878
"4538",2006,6,4,7,7834
"4539",2006,6,5,1,13004
"4540",2006,6,6,2,11661
"4541",2006,6,7,3,13693
"4542",2006,6,8,4,14137
"4543",2006,6,9,5,13203
"4544",2006,6,10,6,8619
"4545",2006,6,11,7,7653
"4546",2006,6,12,1,12652
"4547",2006,6,13,2,13378
"4548",2006,6,14,3,13800
"4549",2006,6,15,4,13765
"4550",2006,6,16,5,13461
"4551",2006,6,17,6,8892
"4552",2006,6,18,7,7902
"4553",2006,6,19,1,12869
"4554",2006,6,20,2,14021
"4555",2006,6,21,3,13586
"4556",2006,6,22,4,13722
"4557",2006,6,23,5,13136
"4558",2006,6,24,6,8740
"4559",2006,6,25,7,7727
"4560",2006,6,26,1,12660
"4561",2006,6,27,2,14119
"4562",2006,6,28,3,14246
"4563",2006,6,29,4,14218
"4564",2006,6,30,5,14010
"4565",2006,7,1,6,9285
"4566",2006,7,2,7,7817
"4567",2006,7,3,1,11867
"4568",2006,7,4,2,9083
"4569",2006,7,5,3,13124
"4570",2006,7,6,4,15007
"4571",2006,7,7,5,14580
"4572",2006,7,8,6,9526
"4573",2006,7,9,7,8088
"4574",2006,7,10,1,13306
"4575",2006,7,11,2,14413
"4576",2006,7,12,3,13919
"4577",2006,7,13,4,13926
"4578",2006,7,14,5,14174
"4579",2006,7,15,6,9477
"4580",2006,7,16,7,8150
"4581",2006,7,17,1,13454
"4582",2006,7,18,2,14456
"4583",2006,7,19,3,14019
"4584",2006,7,20,4,14239
"4585",2006,7,21,5,14195
"4586",2006,7,22,6,9219
"4587",2006,7,23,7,8156
"4588",2006,7,24,1,13075
"4589",2006,7,25,2,14387
"4590",2006,7,26,3,14093
"4591",2006,7,27,4,14270
"4592",2006,7,28,5,13912
"4593",2006,7,29,6,9332
"4594",2006,7,30,7,8105
"4595",2006,7,31,1,12791
"4596",2006,8,1,2,14537
"4597",2006,8,2,3,14114
"4598",2006,8,3,4,14093
"4599",2006,8,4,5,13899
"4600",2006,8,5,6,9441
"4601",2006,8,6,7,7881
"4602",2006,8,7,1,13112
"4603",2006,8,8,2,14507
"4604",2006,8,9,3,14277
"4605",2006,8,10,4,14331
"4606",2006,8,11,5,13975
"4607",2006,8,12,6,9401
"4608",2006,8,13,7,7979
"4609",2006,8,14,1,13313
"4610",2006,8,15,2,14570
"4611",2006,8,16,3,14330
"4612",2006,8,17,4,14355
"4613",2006,8,18,5,13864
"4614",2006,8,19,6,9509
"4615",2006,8,20,7,8217
"4616",2006,8,21,1,13236
"4617",2006,8,22,2,14433
"4618",2006,8,23,3,14360
"4619",2006,8,24,4,14109
"4620",2006,8,25,5,13921
"4621",2006,8,26,6,9313
"4622",2006,8,27,7,8144
"4623",2006,8,28,1,13433
"4624",2006,8,29,2,14688
"4625",2006,8,30,3,14466
"4626",2006,8,31,4,14391
"4627",2006,9,1,5,14458
"4628",2006,9,2,6,9426
"4629",2006,9,3,7,8162
"4630",2006,9,4,1,8298
"4631",2006,9,5,2,13654
"4632",2006,9,6,3,15391
"4633",2006,9,7,4,15454
"4634",2006,9,8,5,15018
"4635",2006,9,9,6,9759
"4636",2006,9,10,7,8407
"4637",2006,9,11,1,12868
"4638",2006,9,12,2,15078
"4639",2006,9,13,3,14769
"4640",2006,9,14,4,15099
"4641",2006,9,15,5,14762
"4642",2006,9,16,6,9648
"4643",2006,9,17,7,8701
"4644",2006,9,18,1,13958
"4645",2006,9,19,2,15205
"4646",2006,9,20,3,14850
"4647",2006,9,21,4,14965
"4648",2006,9,22,5,14708
"4649",2006,9,23,6,9815
"4650",2006,9,24,7,8371
"4651",2006,9,25,1,13740
"4652",2006,9,26,2,14912
"4653",2006,9,27,3,14465
"4654",2006,9,28,4,14281
"4655",2006,9,29,5,13828
"4656",2006,9,30,6,9154
"4657",2006,10,1,7,8263
"4658",2006,10,2,1,13109
"4659",2006,10,3,2,14550
"4660",2006,10,4,3,14214
"4661",2006,10,5,4,14212
"4662",2006,10,6,5,13829
"4663",2006,10,7,6,9015
"4664",2006,10,8,7,7940
"4665",2006,10,9,1,12796
"4666",2006,10,10,2,14480
"4667",2006,10,11,3,14086
"4668",2006,10,12,4,13985
"4669",2006,10,13,5,12628
"4670",2006,10,14,6,8804
"4671",2006,10,15,7,7757
"4672",2006,10,16,1,12873
"4673",2006,10,17,2,14304
"4674",2006,10,18,3,13877
"4675",2006,10,19,4,13648
"4676",2006,10,20,5,13327
"4677",2006,10,21,6,8803
"4678",2006,10,22,7,7805
"4679",2006,10,23,1,12836
"4680",2006,10,24,2,14153
"4681",2006,10,25,3,13751
"4682",2006,10,26,4,13974
"4683",2006,10,27,5,13374
"4684",2006,10,28,6,8789
"4685",2006,10,29,7,7974
"4686",2006,10,30,1,12465
"4687",2006,10,31,2,12064
"4688",2006,11,1,3,13969
"4689",2006,11,2,4,13920
"4690",2006,11,3,5,13589
"4691",2006,11,4,6,8787
"4692",2006,11,5,7,7957
"4693",2006,11,6,1,12893
"4694",2006,11,7,2,13779
"4695",2006,11,8,3,13798
"4696",2006,11,9,4,13783
"4697",2006,11,10,5,13571
"4698",2006,11,11,6,8807
"4699",2006,11,12,7,7650
"4700",2006,11,13,1,12546
"4701",2006,11,14,2,14229
"4702",2006,11,15,3,13881
"4703",2006,11,16,4,14073
"4704",2006,11,17,5,14158
"4705",2006,11,18,6,8844
"4706",2006,11,19,7,7577
"4707",2006,11,20,1,14053
"4708",2006,11,21,2,14835
"4709",2006,11,22,3,13181
"4710",2006,11,23,4,7521
"4711",2006,11,24,5,9640
"4712",2006,11,25,6,8217
"4713",2006,11,26,7,7585
"4714",2006,11,27,1,13150
"4715",2006,11,28,2,14575
"4716",2006,11,29,3,13997
"4717",2006,11,30,4,13411
"4718",2006,12,1,5,13451
"4719",2006,12,2,6,8740
"4720",2006,12,3,7,7607
"4721",2006,12,4,1,12498
"4722",2006,12,5,2,13859
"4723",2006,12,6,3,13840
"4724",2006,12,7,4,13619
"4725",2006,12,8,5,12945
"4726",2006,12,9,6,8769
"4727",2006,12,10,7,7520
"4728",2006,12,11,1,12803
"4729",2006,12,12,2,14301
"4730",2006,12,13,3,13794
"4731",2006,12,14,4,13993
"4732",2006,12,15,5,13489
"4733",2006,12,16,6,9012
"4734",2006,12,17,7,7741
"4735",2006,12,18,1,13597
"4736",2006,12,19,2,14900
"4737",2006,12,20,3,14900
"4738",2006,12,21,4,14452
"4739",2006,12,22,5,12998
"4740",2006,12,23,6,8318
"4741",2006,12,24,7,6708
"4742",2006,12,25,1,6409
"4743",2006,12,26,2,11087
"4744",2006,12,27,3,14795
"4745",2006,12,28,4,14997
"4746",2006,12,29,5,14402
"4747",2006,12,30,6,9498
"4748",2006,12,31,7,7569
"4749",2007,1,1,1,7322
"4750",2007,1,2,2,11807
"4751",2007,1,3,3,13687
"4752",2007,1,4,4,13564
"4753",2007,1,5,5,13960
"4754",2007,1,6,6,8865
"4755",2007,1,7,7,7580
"4756",2007,1,8,1,12315
"4757",2007,1,9,2,13237
